epoch,classification_loss,loss,mAP,regression_loss,val_classification_loss,val_loss,val_regression_loss
0,0.8948728442192078,3.4702820777893066,0.1355678135390839,2.575408697128296,0.5766289830207825,3.0151212215423584,2.4384920597076416
1,0.5975492596626282,2.697458267211914,0.4103265974824455,2.0999093055725098,0.45189154148101807,2.332320213317871,1.8804292678833008
2,0.478435218334198,2.333148241043091,0.5697324351445018,1.854713797569275,0.3829787075519562,2.1664860248565674,1.7835074663162231
3,0.42109614610671997,2.048104763031006,0.682905781121937,1.6270081996917725,0.3221876919269562,1.7709434032440186,1.448754906654358
4,0.31721198558807373,1.7795920372009277,0.7182209004651761,1.462379813194275,0.30826300382614136,1.7450098991394043,1.4367470741271973
5,0.27811509370803833,1.6041549444198608,0.7477335858805811,1.3260399103164673,0.27722057700157166,1.5791898965835571,1.3019686937332153
6,0.2631242871284485,1.4846631288528442,0.7590124991744662,1.2215386629104614,0.27453505992889404,1.5541298389434814,1.2795945405960083
7,0.23682837188243866,1.3714321851730347,0.801452734474513,1.1346046924591064,0.2517074644565582,1.492560863494873,1.2408533096313477
8,0.21542766690254211,1.2887217998504639,0.8082425749394337,1.0732940435409546,0.2628091275691986,1.492929220199585,1.2301205396652222
9,0.18520057201385498,1.1922062635421753,0.8115385825149136,1.0070056915283203,0.233063206076622,1.4495054483413696,1.2164424657821655
10,0.1685834378004074,1.0889848470687866,0.8172973495191888,0.9204017519950867,0.22110608220100403,1.4344735145568848,1.2133673429489136
11,0.16935749351978302,1.08872652053833,0.8327644744476745,0.9193687438964844,0.2208596169948578,1.3609240055084229,1.1400642395019531
12,0.14367765188217163,0.9579650163650513,0.8157073488958788,0.8142871260643005,0.23298628628253937,1.4445878267288208,1.2116012573242188
13,0.13973431289196014,0.9124159812927246,0.8268116230229259,0.7726814150810242,0.21694053709506989,1.3141824007034302,1.0972415208816528
14,0.12585535645484924,0.8539058566093445,0.830767834543387,0.7280502915382385,0.22047439217567444,1.3135621547698975,1.093088150024414
15,0.13522875308990479,0.8857697248458862,0.8370836159391022,0.7505411505699158,0.2227693349123001,1.2865582704544067,1.0637885332107544
16,0.13907650113105774,0.8258404731750488,0.8376373233297093,0.6867638230323792,0.2179669290781021,1.2696316242218018,1.051664113998413
17,0.11085112392902374,0.758522093296051,0.8377987633359052,0.6476706862449646,0.2177925556898117,1.2366507053375244,1.0188578367233276
18,0.10682545602321625,0.7300178408622742,0.8375997527113088,0.623192310333252,0.22017595171928406,1.2494059801101685,1.029229760169983
19,0.09690645337104797,0.6677894592285156,0.8486958468869789,0.5708829164505005,0.22502401471138,1.2118396759033203,0.9868162274360657
20,0.10162968933582306,0.6399533748626709,0.8570201499171421,0.5383238792419434,0.21190616488456726,1.239478349685669,1.027572512626648
21,0.10256271064281464,0.6612918376922607,0.8440897227457871,0.5587286353111267,0.22363200783729553,1.2418166399002075,1.0181845426559448
22,0.0923423171043396,0.5877166986465454,0.8554222465536008,0.4953744411468506,0.21734122931957245,1.1711294651031494,0.9537879824638367
23,0.07413286715745926,0.5252918004989624,0.8504077907836278,0.4511585235595703,0.220892995595932,1.1658892631530762,0.9449965357780457
24,0.08585420250892639,0.5663498640060425,0.8560516181976757,0.48049554228782654,0.22657078504562378,1.1919492483139038,0.9653783440589905
25,0.07994411885738373,0.5098994374275208,0.8500567555222691,0.42995545268058777,0.2273997813463211,1.174401044845581,0.947001039981842
26,0.061398863792419434,0.45232051610946655,0.8566727785382082,0.39092183113098145,0.23207694292068481,1.1612972021102905,0.92922043800354
27,0.06262079626321793,0.4419081509113312,0.862410240249722,0.3792874217033386,0.22456113994121552,1.1597601175308228,0.935198962688446
28,0.061592575162649155,0.44457942247390747,0.841543917625816,0.38298678398132324,0.23932743072509766,1.1905325651168823,0.9512052536010742
29,0.061456870287656784,0.41796210408210754,0.8519075603259431,0.3565051257610321,0.23283356428146362,1.1699485778808594,0.9371151328086853
30,0.053919628262519836,0.39949867129325867,0.8484539857351057,0.3455791473388672,0.23433342576026917,1.1632168292999268,0.9288830161094666
31,0.04839616268873215,0.36621397733688354,0.8499836264364522,0.3178178668022156,0.25130364298820496,1.1628777980804443,0.9115747213363647
32,0.045706607401371,0.3508450984954834,0.8532016669564134,0.3051386773586273,0.24016836285591125,1.1487630605697632,0.9085946679115295
33,0.046899035573005676,0.3489246666431427,0.8528737181214509,0.30202555656433105,0.25266921520233154,1.1635924577713013,0.9109235405921936
34,0.049643076956272125,0.34837332367897034,0.8533423752873431,0.29873016476631165,0.24199259281158447,1.131449818611145,0.8894574642181396
35,0.05055489391088486,0.3402164578437805,0.8535635805805188,0.2896614968776703,0.2537815272808075,1.155890941619873,0.9021092057228088
36,0.04424334689974785,0.3061273694038391,0.8443404050702749,0.26188424229621887,0.25260284543037415,1.1691406965255737,0.9165377020835876
37,0.036611299961805344,0.2813194990158081,0.8502443190970235,0.24470821022987366,0.25461676716804504,1.142240285873413,0.8876234889030457
38,0.033990100026130676,0.26846587657928467,0.8475957445649209,0.23447562754154205,0.27605029940605164,1.1688923835754395,0.8928419351577759
39,0.028651442378759384,0.23391343653202057,0.8592467737168534,0.20526206493377686,0.26527824997901917,1.1588870286941528,0.8936085104942322
40,0.03376302123069763,0.2382041960954666,0.8600080312581164,0.20444118976593018,0.26258280873298645,1.1261874437332153,0.8636046648025513
41,0.03009338676929474,0.1974983960390091,0.8599733381468325,0.16740484535694122,0.26140037178993225,1.1222234964370728,0.8608231544494629
42,0.029385648667812347,0.18408800661563873,0.8620400539169216,0.1547023057937622,0.26192712783813477,1.121937870979309,0.8600106835365295
43,0.028805475682020187,0.1823657751083374,0.8617780541417179,0.15356028079986572,0.26245570182800293,1.1190602779388428,0.8566045165061951
44,0.02864384651184082,0.17281600832939148,0.8621536569807218,0.14417223632335663,0.2631533145904541,1.1227171421051025,0.8595637083053589
45,0.027044668793678284,0.1650611311197281,0.8617765209658621,0.13801652193069458,0.2628245949745178,1.1203408241271973,0.8575160503387451
46,0.026506459340453148,0.16126160323619843,0.8615265073079078,0.13475507497787476,0.2651520073413849,1.1262052059173584,0.8610526919364929
47,0.02573538012802601,0.15601997077465057,0.8613292240292141,0.13028451800346375,0.26655662059783936,1.1275932788848877,0.8610366582870483
48,0.028341636061668396,0.1542140245437622,0.8609116030022211,0.12587231397628784,0.2672676742076874,1.1283406019210815,0.8610730767250061
49,0.03168931230902672,0.16114351153373718,0.8610074837531214,0.12945429980754852,0.2669587731361389,1.128180980682373,0.8612223267555237
