epoch,classification_loss,loss,mAP,regression_loss,val_classification_loss,val_loss,val_regression_loss
0,0.7996745109558105,3.384758710861206,0.1577016802866819,2.5850861072540283,0.5576169490814209,2.9197564125061035,2.3621394634246826
1,0.7206215858459473,2.890392780303955,0.3347461924206974,2.1697726249694824,0.4855087697505951,2.4784328937530518,1.9929242134094238
2,0.46413254737854004,2.3651251792907715,0.6269084948974892,1.9009926319122314,0.35142433643341064,2.0846059322357178,1.733182430267334
3,0.36141055822372437,1.9988288879394531,0.6961594085841423,1.6374167203903198,0.3001730144023895,1.9014185667037964,1.6012457609176636
4,0.2977858781814575,1.7959332466125488,0.7064851145570499,1.49814772605896,0.4205230176448822,1.8996143341064453,1.479090929031372
5,0.47886934876441956,1.8702555894851685,0.6373175450243245,1.391386866569519,0.3436129093170166,1.7381929159164429,1.3945804834365845
6,0.3952074944972992,1.675106406211853,0.7229723157535557,1.2798986434936523,0.2843789756298065,1.627875566482544,1.343496561050415
7,0.26135897636413574,1.4196003675460815,0.7875083110743372,1.1582419872283936,0.2596301734447479,1.5330060720443726,1.273376226425171
8,0.24204511940479279,1.326345682144165,0.7801749503068679,1.08430016040802,0.2750440239906311,1.5011496543884277,1.22610604763031
9,0.22273337841033936,1.2470207214355469,0.781188060038325,1.0242869853973389,0.24963133037090302,1.5484687089920044,1.2988371849060059
10,0.19448164105415344,1.1517627239227295,0.8040268700073251,0.9572810530662537,0.23146198689937592,1.3717352151870728,1.1402733325958252
11,0.19675931334495544,1.1516945362091064,0.8033423187285865,0.9549354314804077,0.23620067536830902,1.3514162302017212,1.1152160167694092
12,0.16721847653388977,0.9982120394706726,0.8069240363172873,0.8309932947158813,0.2247675359249115,1.3716224431991577,1.1468554735183716
13,0.15500874817371368,0.9709742069244385,0.811399789630686,0.815965473651886,0.22286474704742432,1.3395237922668457,1.1166589260101318
14,0.15846772491931915,0.9283024072647095,0.8420359429942157,0.7698348760604858,0.21677151322364807,1.258499264717102,1.0417276620864868
15,0.1362372487783432,0.8546952605247498,0.8325958129334918,0.718458354473114,0.21670672297477722,1.2895418405532837,1.0728353261947632
16,0.13387243449687958,0.8287857174873352,0.8256408905993571,0.6949133276939392,0.23675046861171722,1.3413143157958984,1.1045639514923096
17,0.1255612075328827,0.7820581197738647,0.8227091893380261,0.6564968824386597,0.22415617108345032,1.251081109046936,1.0269253253936768
18,0.11649443954229355,0.725264310836792,0.8286585923962269,0.6087701916694641,0.21966272592544556,1.2342578172683716,1.01459538936615
19,0.10735573619604111,0.6773737072944641,0.836446290159071,0.5700184106826782,0.22208377718925476,1.2006789445877075,0.9785953760147095
20,0.10041191428899765,0.6374185085296631,0.837678331728024,0.5370065569877625,0.22173519432544708,1.2047274112701416,0.9829918146133423
21,0.09870436787605286,0.6133157014846802,0.8343959650399062,0.5146116018295288,0.23132839798927307,1.2214735746383667,0.9901448488235474
22,0.09262295812368393,0.5518348217010498,0.8316590823473659,0.4592120349407196,0.22507798671722412,1.1914798021316528,0.9664019346237183
23,0.0760272741317749,0.5207167863845825,0.8291580859439359,0.44468966126441956,0.2430364340543747,1.192071795463562,0.9490349888801575
